numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
241,4.0,Higher Education,teaching,9.75,Doctor,touro university,teachers college columbia university,2
169,3.0,Hospital & Health Care,medical,8.83,Master,ventureblick,new york university,2
284,1.0,Higher Education,substitute teacher,18.06,Bachelor,curtis high school,american museum of natural history education department,2
232,2.0,Law Practice,law,11.16,Bachelor,fenwick west,harvard law school,2
192,5.0,Human Resources,human resources,18.42,Master,edelta consulting,baruch college,2
267,6.0,Law Practice,attorney,25.92,Doctor,smith gambrell russell llp,stanford law school,2
188,3.0,Financial Services,writer,22.0,MBA,bradley woods co,iolani school honolulu hi,2
163,3.0,Hospitality,creative,11.17,Bachelor,encore boston harbor,westfield state university,2
189,1.0,Entertainment Providers,teacher,15.25,Bachelor,harlem link charter school ps 208,new york university,2
243,4.0,Hospital & Health Care,nurse,4.41,Master,xu z chen psychiatrist pllc,nyu rory meyers college of nursing,2
196,1.0,Law Enforcement,security officer,4.0,empty,somerset county sheriff s office,morris county k 9 academy nj,2
174,2.0,Investment Banking,equity research analyst,3.17,Master,contra aquam capital,tulane university a b freeman school of business,2
183,2.0,Medical Practices,physical therapist,8.49,Doctor,agile physical therapy inc,columbia university college of physicians and surgeons,2
151,2.0,Hospital & Health Care,clinical,7.39,Master,tribeca preparatory,new york university,2
173,6.0,Real Estate,equity research,9.0,Master,everstrong asset management,columbia university in the city of new york,2
188,2.0,Media Production,video editor,7.67,Bachelor,aerodef manufacturing,college for creative studies,2
171,4.0,Defense & Space,development engineer,21.59,Master,lgs innovations caci,university of madras,2
219,2.0,Higher Education,teacher,24.58,Doctor,barnard college,laban bartenieff institute of movement studies lims,2
213,4.0,Research Services,professor,11.59,Doctor,nyu grossman school of medicine,university of toronto,2
300,6.0,Information Technology & Services,business development consultant,2.34,Bachelor,crf,brookdale community college,2
245,2.0,Motion Pictures & Film,social media,3.26,Bachelor,hbo,the university of tulsa,2
277,1.0,Fine Art,editor,4.92,Doctor,princeton university art museum,princeton university,2
237,5.0,Legal Services,professor,12.17,Doctor,john jay college cuny,new york law school,2
168,3.0,Hospital & Health Care,research scientist,7.5,Doctor,columbia university irving medical center,virginia tech,2
360,1.0,Architecture & Planning,architecture,9.33,Bachelor,csa group architects and engineers,university of arkansas,2
213,4.0,Government Administration,counselor,25.16,Bachelor,nyc department for the aging,monroe college,2
282,1.0,Information Technology & Services,helpdesk,7.17,Master,united nations,keller graduate school of management of devry university,2
169,2.0,Higher Education,research,14.15,Doctor,mississippi state university,hackensack meridian school of medicine,2
290,3.0,"Transportation, Logistics, Supply Chain and Storage",software engineering,8.5,Master,google,georgia institute of technology,2
240,1.0,Research,research,16.16,Bachelor,yale translational brain imaging program,yale university,2
188,7.0,Information Technology & Services,marketing officer,58.0,empty,ihearvoices ai l3c,cu,2
387,4.0,Research,teaching,16.5,Bachelor,michigan medicine,columbia university vagelos college of physicians and surgeons,2
304,5.0,Accounting,consulting,10.33,Bachelor,pwc,monash university,2
202,2.0,Renewables & Environment,research analyst,5.25,Doctor,institute for policy integrity at nyu school of law,university of rhode island,2
302,2.0,Financial Services,portfolio analyst,7.33,Bachelor,morgan stanley,universidade presbiteriana mackenzie,2
295,6.0,Photography,press,36.33,Bachelor,philipstown north highlands fire district,oberlin college oh,2
319,2.0,Architecture and Planning,designer,13.75,Master,brailsford dunlavey inc,george mason university school of business,2
380,1.0,Museums & Institutions,writer,10.91,Master,little brown and company,amherst college,2
262,5.0,Information Technology & Services,strategy analyst,13.58,MBA,american express,nyu stern school of business,2
155,2.0,Hospital & Health Care,research technician,2.5,Bachelor,pfizer,seton hall university,2
180,2.0,Hospitals and Health Care,clinical,20.83,Master,life hive nutrition,new york university,2
317,3.0,Biotechnology Research,process analyst,18.92,Master,kft,new jersey institute of technology,2
221,3.0,Computer Software,software engineering,6.42,Bachelor,opensea,carnegie mellon university,2
292,5.0,Higher Education,research,10.5,Doctor,cuny urban food policy institute,hunter college,2
290,4.0,Apparel & Fashion,product,8.92,Master,tura inc,parsons school of design the new school,2
237,4.0,Education Administration Programs,teacher,37.91,Master,logitech,new york institute of technology old westbury,2
262,1.0,Professional Training and Coaching,digital media,5.33,Bachelor,smarties candy,university of san francisco,2
170,5.0,Retail Apparel and Fashion,sales business development,10.0,empty,chantelle lingerie inc,california state university fullerton,2
172,2.0,Graphic Design,graphic design,3.83,Bachelor,macmillan,the college of saint rose,2
174,1.0,Legal Services,law,7.58,Doctor,catholic charities of the archdiocese of new york,city university of new york school of law,2
294,7.0,Architecture & Planning,designer,3.0,Bachelor,design with frank,the cooper union for the advancement of science and art,2
161,2.0,Wholesale Building Materials,design engineering,11.0,Bachelor,jcryanebco,universidad albert einstein,2
166,4.0,Research,professor,10.5,Doctor,lehman college,brown university,2
306,5.0,Individual and Family Services,case,22.09,empty,career break,hofstra university,2
259,5.0,Artists and Writers,writer,21.41,Master,the wildenstein plattner institute,syracuse university,2
337,5.0,Design Services,design,28.51,Master,ik design,savannah college of art and design,2
233,3.0,Financial Services,financial analyst,8.08,High School,nfp,boston university,2
224,2.0,Government Administration,law,3.92,Bachelor,u s department of labor,simmons university,2
298,2.0,Computer Software,software engineering,2.84,Bachelor,dun bradstreet,flatiron school,2
396,3.0,Accounting,tax accountant,13.49,Bachelor,pacific life,brooklyn college,2
294,5.0,Financial Services,quantitative analyst,60.08,Bachelor,retired from goldman sachs as a vice president senior engineer for 28 years,baruch college,2
203,4.0,Law Practice,law,20.99,Doctor,new york city taxi and limousine commission,cardozo school of law,2
324,2.0,Mental Health Care,research,17.83,Doctor,the mount sinai hospital,university of pennsylvania school of medicine,2
167,4.0,Research Services,social,13.34,Master,new york city housing authority nycha,pratt institute,2
394,2.0,Hospital & Health Care,nurse,4.26,Bachelor,flushing hospital,molloy university,2
193,2.0,"Transportation, Logistics, Supply Chain and Storage",inspector,19.33,empty,cox company,centre security training school,2
151,2.0,Hospital & Health Care,physician,10.67,Bachelor,memorial sloan kettering cancer center,the royal college of physicians london,2
152,2.0,Mechanical Or Industrial Engineering,mechanical design engineer,3.17,Bachelor,nanotronics,new york university,2
225,6.0,Law Practice,research scientist,9.25,Doctor,fish richardson p c,fordham university school of law,2
186,5.0,Philanthropic Fundraising Services,directors,20.33,Doctor,nowhereville,western new england college school of law,2
288,3.0,Software Development,student,3.0,Master,city university of new york brooklyn college,brooklyn college,2
271,3.0,Higher Education,teacher,19.74,Master,sora schools,bard college,2
162,1.0,Musicians,actor,16.0,Master,music arts,the city university of new york,2
228,2.0,Internet,research engineer,12.92,Doctor,meta,the university of texas at austin,2
179,4.0,Primary/Secondary Education,software engineering,25.66,Doctor,the virtual forge,lehigh university,2
299,6.0,Advertising Services,marketing representative,7.0,empty,constant media,college of the holy cross,2
268,1.0,Research,research,5.24,empty,vanderbilt university,vanderbilt university,2
234,3.0,Hospital & Health Care,professor,17.92,Doctor,columbia university irving medical center,icahn school of medicine at mount sinai,2
320,5.0,Retail,press,10.93,Bachelor,theory,hunter college,2
187,5.0,Marketing & Advertising,writer,15.01,Master,raptive,sarah lawrence college,2
221,2.0,International Affairs,law,13.24,Master,united nations,international institute of humanitarian law,2
211,5.0,Financial Services,economist,1.59,Master,rbc capital markets,johns hopkins school of advanced international studies sais,2
361,3.0,"Health, Wellness & Fitness",administrative support,19.6,Doctor,new york eye and ear infirmary of mount sinai,fordham university school of law,2
156,2.0,Research,teaching,10.42,Master,new york university,new york university,2
337,1.0,Graphic Design,designer,1.83,Bachelor,pacific,the new school,2
218,1.0,Real Estate,real estate agent,25.67,Bachelor,nest seekers international,성균관대학교 sungkyunkwan university,2
250,3.0,IT Services and IT Consulting,software engineer,10.41,empty,zinnia,the george washington university,2
314,5.0,Financial Services,strategy analyst,5.84,MBA,citi,texas a m university corpus christi,2
251,1.0,Higher Education,crew,9.58,Doctor,azza s garden,purdue university,2
158,3.0,Pharmaceutical Manufacturing,research scientist,5.0,Doctor,columbia university in the city of new york,university of florida,2
160,3.0,Higher Education,teacher,7.66,Doctor,hofstra university,st john s university,2
152,1.0,Information Technology & Services,crew,4.58,Master,hazen and sawyer,columbia engineering,2
368,2.0,Hospital & Health Care,cna,6.67,Bachelor,cooperman barnabas medical center,fairleigh dickinson university,2
234,2.0,Research,research,5.83,Doctor,psi paul scherrer institut,eth zürich,2
269,1.0,Accounting,audit,7.57,MBA,deloitte,pace university lubin school of business,2
356,2.0,Research,research,16.16,Doctor,open health scientific communications,rutgers university newark,2
181,6.0,Government Administration,teacher,5.41,Master,organ donation awareness corporation,columbia university mailman school of public health,2
318,3.0,Retail,design,13.16,empty,hop lun,the ohio state university,2
190,1.0,Education Management,admissions,10.99,Bachelor,success academy charter schools,new york university,2
154,4.0,Professional Training & Coaching,stage,6.75,Bachelor,dale carnegie training,the citadel,2
242,3.0,Hospital & Health Care,software designer,7.25,Bachelor,ready computing,flatiron school,2
208,4.0,Hospital & Health Care,physician,3.08,Doctor,columbia university irving medical center,new york medical college,2
252,1.0,Defense & Space,engineer,7.33,Bachelor,naval sea systems command navsea,stony brook university,2
245,3.0,Architecture and Planning,professor,6.0,Master,university at buffalo,harvard university,2
294,3.0,Research,teaching,20.48,Doctor,stanford university,columbia university in the city of new york,2
182,3.0,Graphic Design,graphic design,5.49,empty,mckinsey company,university of south florida st petersburg,2
262,3.0,Research Services,research scientist,5.33,Doctor,memorial sloan kettering cancer center,université paris descartes,2
251,3.0,Real Estate,investment analyst,9.5,Bachelor,aurora energy advisors,nyu stern school of business,2
347,2.0,Accounting,auditor,1.83,Bachelor,mspc certified public accountants and advisors,ramapo college of new jersey,2
160,2.0,IT Services and IT Consulting,information technology,24.25,empty,u s census bureau,alliance computing solutions,2
328,2.0,Oil and Gas,brokerage,16.08,empty,marex spectron,nyu,2
310,3.0,Hospital & Health Care,medical,20.84,Bachelor,mpowerhealth,siena college,2
344,3.0,Hospitals and Health Care,clinical,17.31,Doctor,icahn school of medicine at mount sinai,vu university medical center,2
332,1.0,Broadcast Media Production and Distribution,electrician,24.42,Associate,local 52,connecticut school of broadcasting,2
197,2.0,Mechanical Or Industrial Engineering,foreman,16.42,empty,vale,cerp centro educacional roberto porto,2
381,5.0,Information Technology & Services,directors,8.33,Bachelor,geeks on wheels,state university of new york at buffalo,2
199,2.0,Architecture and Planning,marketing coordinator,12.67,MBA,t y lin international,columbia university in the city of new york,2
377,3.0,Management Consulting,business analyst,8.99,Master,housing solutions of new york,state university of new york college at buffalo,2
177,2.0,Hospital & Health Care,physician,1.25,Master,new york orthopedics,st john s university,2
310,5.0,Higher Education,professor,37.08,Doctor,hofstra northwell school of nursing and physician assistant studies,icahn school of medicine at mount sinai,2
243,3.0,International Affairs,teaching,15.16,Master,un women,sciences po,2
288,2.0,Human Resources,writer,4.16,Bachelor,vibrant emotional health,howard university,2
394,2.0,Hospitals and Health Care,teaching,4.58,Doctor,newyork presbyterian hospital,new york medical college,2
187,1.0,Primary/Secondary Education,teacher,4.16,Master,andrea b the va,relay graduate school of education,2
258,3.0,Telecommunications,account sales,10.83,empty,altice usa,middlesex college,2
166,2.0,Research,data science,6.66,Master,nyc data science academy,georgia institute of technology,2
198,4.0,"Health, Wellness & Fitness",receiving,9.92,Bachelor,sol de janeiro,kean university,2
188,4.0,Education Management,graphic design,8.33,Bachelor,kaplan,adelphi university,2
258,2.0,Writing and Editing,journalist,8.57,Bachelor,mother jones,wesleyan university,2
264,3.0,Higher Education,professor,7.67,Doctor,university of pennsylvania,university of pennsylvania,2
385,1.0,International Affairs,hostess,8.67,MBA,sumitomo mitsui banking corporation smbc group,seton hall university,2
389,1.0,Marketing & Advertising,promotions,18.92,Bachelor,tai ping,newbury college,2
231,2.0,Higher Education,professor,9.49,Doctor,columbia university in the city of new york,new york university,2
284,2.0,Financial Services,wealth,18.0,MBA,wander financial services llc,nyu stern school of business,2
250,3.0,Higher Education,teacher,11.73,Master,english language programs,hunter college,2
240,4.0,Hospital & Health Care,medical technologist,16.34,Master,clearmd,the city college of new york,2
182,4.0,Financial Services,teaching,6.17,Bachelor,objecutive inc,ramapo college of new jersey,2
307,1.0,Real Estate,real estate broker,14.0,Bachelor,douglas elliman,university of arizona,2
306,1.0,Writing & Editing,public relations,6.07,Bachelor,rutgers graduate school of education,the college of new jersey,2
312,3.0,Hospital & Health Care,teaching,3.67,Bachelor,maimonides medical center,rutgers university,2
365,5.0,Sporting Goods,franchise,16.41,Bachelor,disrupt sports,stony brook university,2
223,4.0,Insurance,nurse,18.17,Master,capital health us,drexel university s college of nursing and health professions,2
241,1.0,Higher Education,counselor,3.5,empty,st lawrence university,st lawrence university,2
270,1.0,Performing Arts,host,15.82,Bachelor,the museum of broadway,temple university,2
349,3.0,Legal Services,attorney,5.91,Doctor,office of the new york state attorney general,indiana university maurer school of law,2
304,1.0,Marketing & Advertising,customer service cashier,0.5,Bachelor,citizens,marist university,2
323,2.0,Hospitals and Health Care,physician,3.84,Doctor,memorial sloan kettering cancer center,new york medical college,2
188,2.0,Legal Services,substitute teacher,2.5,Doctor,new jersey courts,seton hall university school of law,2
308,5.0,Computer Software,security,8.66,Doctor,octaura,unsw,2
259,4.0,Book and Periodical Publishing,merchandise,22.91,Master,disney theatrical group,pace university new york,2
401,3.0,Financial Services,sales training,1.83,Bachelor,rightcapital,purchase college suny,2
184,2.0,Hospital & Health Care,teaching,7.0,Doctor,newyork presbyterian hospital,northwestern university the feinberg school of medicine,2
230,4.0,Banking,lending,14.17,Bachelor,ey,the university of memphis,2
335,5.0,Information Technology & Services,systems consultant,13.08,Bachelor,independent consultant,rutgers university newark,2
290,3.0,Financial Services,real estate agent,6.0,Master,the agency re,alfred lerner college of business economics at university of delaware,2
296,2.0,Computer Software,student,2.5,Bachelor,miter,vassar college,2
304,4.0,Software Development,engineering project,13.17,Bachelor,datadog,carnegie mellon university,2
168,1.0,Truck Transportation,driver,6.08,Bachelor,greyhound lines inc,grand canyon university,2
345,1.0,Biotechnology,student,3.92,Doctor,georgia institute of technology,university of chicago,2
354,6.0,Venture Capital & Private Equity,artist,2.0,empty,truarc partners,colgate university,2
185,2.0,Computer Software,software engineer,7.5,Master,microsoft,new york university,2
276,1.0,Retail Apparel and Fashion,promotions,7.66,Bachelor,met through friends,academy of creative coaching,2
274,2.0,Mental Health Care,clinical,11.98,Master,west essex psychology center,william james college,2
429,1.0,Architecture & Planning,project architect,15.99,Master,burr salvatore architects,yale university,2
230,2.0,Research,research,6.25,Doctor,icahn school of medicine at mount sinai,imperial college london,2
292,3.0,Information Technology & Services,software quality assurance engineer,20.49,Bachelor,gravystack,rutgers business school,2
344,1.0,Law Practice,security guard,17.49,Doctor,securitas security services usa inc,cornell university,2
314,2.0,Medical Practice,physician,11.41,Master,newyork presbyterian hospital,university of florida college of medicine,2
308,1.0,Higher Education,substitute teacher,16.49,Master,ymca of greater new york,teachers college columbia university,2
282,1.0,Music,photo,9.25,Master,wet paint art studio,university of southern california,2
209,2.0,Hospital & Health Care,substitute teacher,17.49,Master,nyc department of education,boston university,2
336,3.0,Hospital & Health Care,clinical,19.83,Doctor,hospital for special surgery,rocky mountain university of health professions,2
160,1.0,"Health, Wellness & Fitness",carpenter,14.58,Bachelor,pro design inc,university of montenegro,2
356,1.0,Apparel & Fashion,marketing coordinator,8.83,Bachelor,hearst magazines,university of wisconsin madison,2
189,2.0,"Health, Wellness & Fitness",unemployed,25.66,Master,astrology with julie,university of cincinnati,2
188,3.0,Information Technology & Services,software developer,18.16,Master,new york city office of technology innovation,university of computer studies mandalay,2
292,1.0,Primary/Secondary Education,teacher,12.49,Master,kipp new jersey,rutgers university,2
198,2.0,Hospital & Health Care,substitute teacher,11.82,Master,nyc department of education,lehman college,2
281,2.0,Performing Arts,actor,22.82,Bachelor,self employed,goodman school of drama at the art institute of chicago aka the theatre school at depaul university,2
354,6.0,Financial Services,trust officer,16.92,Bachelor,morgan stanley wealth management,city university of new york brooklyn college,2
298,5.0,Public Relations & Communications,client services,13.83,Bachelor,4media group u s,william paterson university of new jersey,2
261,1.0,Entertainment,social media,4.24,empty,perryscope productions llc,new york university,2
156,2.0,Financial Services,insurance agent,19.25,Bachelor,national income life insurance company,iona college,2
368,4.0,Medical Practice,clinical,4.92,Doctor,columbia university center for psychoanalytic training and research,columbia university center for psychoanalytic training and research,2
192,3.0,Biotechnology Research,software engineering,15.25,Doctor,memorial sloan kettering cancer center,university of north carolina at charlotte,2
297,2.0,Higher Education,stage,18.67,Doctor,rutgers university,florida state university,2
226,2.0,Hospital & Health Care,nursing,11.33,Bachelor,u s department of veterans affairs,western governors university,2
228,1.0,Hospitality,guest service representative,17.49,empty,langham hospitality group,university at albany suny,2
167,6.0,Music,directors,8.25,Master,long island youth orchestra inc,university of michigan school of music theatre dance,2
254,1.0,Law Enforcement,paralegal,1.92,Bachelor,manhattan district attorney s office,oxford college of emory university,2
396,2.0,Utilities,project consultant,15.92,Bachelor,pseg,new york university polytechnic school of engineering,2
396,2.0,Hospital & Health Care,rn,10.91,Bachelor,mount sinai queens,felician university,2
274,3.0,Consumer Goods,courtesy,7.66,Bachelor,lowe s companies inc,angeles university foundation,2
308,3.0,Information Technology & Services,student worker,9.91,Master,datagrokr,pace university,2
265,2.0,Entertainment,producer,15.49,Bachelor,e t entertainment,baruch college city university of new york cuny,2
263,2.0,Biotechnology,research,14.25,Master,memorial sloan kettering cancer center,boston university school of medicine,2
214,5.0,Information Technology & Services,product,10.75,Bachelor,mastercard,william paterson university of new jersey,2
292,2.0,Education Management,occupational therapist,3.43,Master,theradynamics,university at buffalo,2
387,2.0,Pharmaceuticals,scientist,14.5,Master,wuxi biologics,old dominion university,2
291,2.0,Fine Art,electronics engineer,6.83,Master,hellohost,boston university,2
257,3.0,Research,research scientist,4.5,Doctor,nyu langone health,vanderbilt university,2
275,5.0,Hospital & Health Care,research scientist,14.58,Doctor,northwell health,tulane university school of medicine,2
295,6.0,Professional Training & Coaching,host,19.75,Bachelor,wise up new york,missouri state university,2
197,3.0,Fine Art,professor,21.92,Doctor,colby college,the institute of fine arts nyu,2
242,2.0,Venture Capital & Private Equity,administrative coordinator,10.33,empty,vista equity partners,hunter college,2
207,6.0,Design,animator,6.42,Master,sharlayan partners llc,pratt institute,2
370,2.0,"Health, Wellness & Fitness",call center representative,2.51,Master,alice health promotion,columbia university in the city of new york,2
180,4.0,Law Practice,counsel,5.66,Doctor,swiss re,new york law school,2
367,1.0,Civic & Social Organization,research,19.09,High School,brown university institute for biology engineering and medicine,brown university,2
231,1.0,Libraries,clerical,7.0,Master,the new york public library,king s college london,2
296,1.0,Public Relations & Communications,law,8.9,Master,mccormack and mattei pc,binghamton university,2
167,5.0,Financial Services,audit,20.08,MBA,usaa,st john s university,2
231,5.0,Aviation & Aerospace,system engineering,12.75,MBA,pratt whitney,university of connecticut,2
348,2.0,Civil Engineering,project accountant,7.08,MBA,wsp usa,west texas a m university college of business,2
283,4.0,Architecture & Planning,architect,7.82,Master,di domenico partners,university of michigan,2
316,1.0,Hospital & Health Care,student,4.25,Doctor,tri institutional phd program in computational biology and medicine,northeastern university,2
278,2.0,Banking,aml analyst,10.33,Bachelor,industrial and commercial bank of china,skidmore college,2
306,4.0,Computer Software,data architect,12.08,Bachelor,argo group,universitat autònoma de barcelona,2
346,7.0,Public Relations & Communications,site,7.67,Master,crazylaugh,isenberg school of management umass amherst,2
192,2.0,Computer Software,technical support engineer,8.91,Associate,key code media,bergen community college,2
250,3.0,Education Management,data analyst,19.58,Master,2u,youngstown state university,2
340,4.0,Wine & Spirits,compliance,11.0,High School,mhw ltd,robert f kennedy community high school,2
181,3.0,Hospital & Health Care,nurse,6.75,Master,schweiger dermatology group,pace university college of health professions,2
221,5.0,Computer Software,system engineering,20.42,Doctor,u s army devcom,carnegie mellon university,2
319,4.0,Architecture & Planning,architect,11.75,MBA,robert a cardello architects llc,sacred heart university,2
390,4.0,Law Practice,law,8.24,empty,new york county defenders,brooklyn law school,2
340,4.0,Government Administration,administrative coordinator,8.91,empty,nyc office of the comptroller,boston university,2
285,2.0,Computer Software,design engineer,5.58,Bachelor,stealth startup,university of maryland,2
174,4.0,Law Enforcement,affairs,14.67,Bachelor,nypd,columbia university pmi,2
196,1.0,Entertainment,stage,10.84,Master,berkeley repertory theatre,rose bruford college,2
213,1.0,Banking,administrative,6.0,empty,nuevas mueblerias avenida s a,hospital de clinicas de bs as,2
276,5.0,Research,research engineer,16.76,Doctor,onsiteiq,udacity,2
249,2.0,Computer Software,researcher,9.08,Doctor,amazon,university of toronto,2
201,3.0,Computer & Network Security,software engineer,8.41,Bachelor,sift,binghamton university,2
341,5.0,Banking,portfolio,15.25,MBA,mizuho,nyu stern school of business,2
254,2.0,Mechanical Or Industrial Engineering,mechanical engineer,3.25,Bachelor,plantd,columbia university,2
337,1.0,Performing Arts,hostess,8.08,Bachelor,sixplus,oberlin college,2
167,1.0,Retail,oracle dba,3.76,Bachelor,walgreens,stamford university bangladesh,2
356,3.0,Biotechnology,laboratory technician,2.08,Bachelor,merck,lafayette college,2
359,2.0,Design Services,stylist,10.67,Bachelor,g iii apparel group,fashion institute of technology,2
153,1.0,Accounting,audit,3.08,empty,kpmg us,rutgers university,2
256,2.0,Writing & Editing,editor,9.16,Master,tag24 news us,nyu school of professional studies,2
154,6.0,Legal Services,counsel,4.0,Doctor,garfunkel wild p c,boston university school of law,2
233,1.0,Newspaper Publishing,press,20.76,High School,peddie school,state university of new york at new paltz,2
194,3.0,Computer Software,software engineer,3.5,empty,bjss,providence college,2
212,2.0,Insurance,actuary,1.42,Bachelor,vns health,yeshiva university,2
167,1.0,Non-profit Organization Management,product development,1.5,Bachelor,dr idriss,queens college,2
389,1.0,Writing & Editing,substitute teacher,9.41,empty,the adroit journal,columbia university,2
158,2.0,Information Technology & Services,it analyst,26.34,Doctor,herrington technology,capitol technology university,2
379,1.0,Architecture & Planning,cleaner,0.58,Bachelor,nuzine,drexel university,2
187,3.0,Marketing & Advertising,media planner,2.66,Bachelor,um worldwide,john jay college cuny,2
256,2.0,Apparel & Fashion,retail store,1.34,Bachelor,kendra scott,auburn university,2
160,1.0,Hospital & Health Care,cna,0.75,Bachelor,mountainside medical center,rutgers university new brunswick,2
225,1.0,Information Technology & Services,electrical engineering,6.25,Master,rutgers university new brunswick,rutgers university,2
279,1.0,Hospital & Health Care,human resources,0.66,Master,the jewish theological seminary jts,columbia university graduate school of arts and sciences,2
185,2.0,Higher Education,research,7.25,Doctor,columbia university,university of wisconsin madison,2
191,5.0,Construction,superintendent,4.08,Bachelor,consigli construction co inc,stony brook university,2
352,2.0,Computer Software,product analyst,4.34,Bachelor,tradeup securities inc,new york university,2
315,2.0,Financial Services,claims representative,9.07,Bachelor,national futures association,the o malley school of business at manhattan university,2
374,4.0,Construction,sales,6.25,Bachelor,flex wall specialties inc,st thomas aquinas college,2
262,1.0,Performing Arts,teacher,12.41,Master,convent of the sacred heart 91st street,teachers college columbia university,2
168,1.0,Human Resources,research,4.34,Bachelor,soft materials lab at columbia university,columbia university in the city of new york,2
193,1.0,Real Estate,administrative,1.0,Bachelor,h 2 capital partners,southern methodist university,2
234,2.0,Environmental Services,social,4.42,Master,nyc department of environmental protection nyc dep,the university of georgia,2
246,1.0,Information Technology & Services,helpdesk,2.83,Bachelor,itcs,tbilisi state university,2
160,1.0,Government Administration,phlebotomist,7.15,Bachelor,labcorp,rockland boces,2
281,1.0,Management Consulting,analyst,0.25,Master,sdg group usa,new jersey institute of technology,2
163,2.0,"Health, Wellness & Fitness",pharmacist,4.91,Doctor,newyork presbyterian hospital,long island university,2
206,6.0,Information Technology & Services,user designer,15.41,MBA,david yurman,university at albany,2
320,1.0,International Affairs,sustainability,2.58,Master,united nations escap,new york university,2
199,2.0,Marketing & Advertising,engagement,6.41,Bachelor,the walt disney company,university of minnesota,2
181,1.0,Hospital & Health Care,crew,5.26,Bachelor,nyu langone health,the george washington university,2
202,2.0,Media Production,editor,7.4,Bachelor,good housekeeping,loyola university chicago,2
166,1.0,Information Technology & Services,technical support analyst,2.16,Bachelor,moody s corporation,stony brook university,2
292,3.0,Biotechnology,clinical,7.07,Bachelor,university spine center,emory university,2
328,1.0,Information Technology & Services,research,1.83,Bachelor,mbzuai mohamed bin zayed university of artificial intelligence,yale university,2
215,5.0,Import & Export,non,6.75,MBA,maypro ventures,kwansei gakuin university,2
255,2.0,Architecture & Planning,designer,3.92,Master,theverymany,pratt institute,2
276,1.0,Writing & Editing,writer,5.23,Bachelor,her campus media,st john s university,2
297,1.0,Law Practice,editorial,6.0,Bachelor,cabinet magazine,bard college,2
176,2.0,Banking,java developer,3.25,Bachelor,arvest wealth management,cuny new york city college of technology,2
347,1.0,Accounting,tax,3.75,Bachelor,integrus,san diego state university,2
397,5.0,Financial Services,financial analysis,22.25,Bachelor,barclays,nyu stern school of business,2
265,1.0,Food & Beverages,retail salesperson,28.0,empty,omarsa s a,montclair state university,2
222,1.0,Higher Education,research technician,3.07,Bachelor,cornell university college of veterinary medicine,cornell university,2
328,2.0,Political Organization,student worker,0.67,empty,american moment,university of richmond,2
183,2.0,Computer Software,software engineer,1.08,Master,ipvideo corporation,rensselaer polytechnic institute,2
164,1.0,Marketing & Advertising,nanny,2.75,Bachelor,the city of palm beach gardens,school of visual arts,2
253,5.0,Accounting,financial consultant,6.66,MBA,b a consultancy llc,keller graduate school of management nj,2
374,2.0,Higher Education,guest service representative,21.42,MBA,mercydrive inc,monroe college,2
282,4.0,Media Production,producer,2.66,Bachelor,freelance,new york university,2
277,5.0,Marketing & Advertising,digital marketing,16.24,Associate,real grader,ashworth college,2
207,3.0,Hospital & Health Care,nurse,15.08,Bachelor,capital health us,drexel university s college of nursing and health professions,2
306,3.0,Law Practice,attorney,17.16,Master,dunnington bartholow miller llp,fordham university school of law,2
157,1.0,Higher Education,substitute teacher,3.66,Master,nyc department of education,new york university,2
175,5.0,Hospital & Health Care,rn,23.24,Master,nyc health hospitals,chamberlain university,2
251,1.0,Museums & Institutions,student worker,8.07,Master,new york university,new york university,2
206,4.0,Military,materials handler,14.75,Bachelor,united states marine forces reserve,penn state university,2
197,3.0,Research,content creator,1.5,Bachelor,code and theory,parsons school of design the new school,2
207,1.0,Primary/Secondary Education,substitute teacher,2.83,Master,chappaqua central school district,teachers college of columbia university,2
293,3.0,Hospital & Health Care,teaching,11.5,Doctor,columbia university irving medical center,university of south florida,2
159,4.0,Software Development,test analyst,22.0,empty,state street global advisors,city university of new york,2
235,4.0,Research,research,2.66,Doctor,icahn school of medicine at mount sinai,icahn school of medicine at mount sinai,2
332,4.0,Apparel & Fashion,customer,9.33,Bachelor,proper cloth,lim college,2
177,1.0,Internet,stylist,0.25,Bachelor,free people,lim college,2
310,3.0,Research,research,5.0,Doctor,howard hughes medical institute,eötvös loránd university,2
223,1.0,Higher Education,nanny,11.41,Master,lincoln elementary school,misericordia university,2
181,3.0,Banking,credit risk,13.41,Master,k2 integrity,columbia university in the city of new york,2
164,2.0,Apparel & Fashion,artist,3.66,Bachelor,self employed,pratt institute,2
166,5.0,Government Administration,strategic initiatives,4.0,Doctor,nyc department of parks recreation,university at albany school of business,2
247,1.0,Information Technology & Services,machine engineer,5.25,Master,goodrx,new york university,2
184,4.0,Environmental Services,quality,11.58,Master,als usa environmental formerly york analytical,wright state university,2
197,1.0,Publishing,editorial,4.82,Bachelor,kensington publishing,university of florida,2
162,3.0,Hospital & Health Care,salesforce consultant,7.33,Bachelor,johnson johnson,coursera,2
335,1.0,Higher Education,flight attendant,19.94,Bachelor,american airlines,international tefl academy,2
347,4.0,Biotechnology,consulting,12.5,Doctor,project hope,harvard medical school,2
212,4.0,Staffing & Recruiting,housekeeper,12.0,Master,beacon hill,cleveland state university,2
