numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,5.0,Retail Apparel and Fashion,creative,8.91,Bachelor,freelance,fashion institute of technology,1
500,6.0,Advertising Services,digital,19.91,Bachelor,equativ,harvard business school online,1
500,5.0,Advertising Services,social media marketing,11.67,empty,samsara,massachusetts institute of technology,1
500,2.0,Financial Services,research analyst,4.25,Bachelor,american capital management inc,swarthmore college,1
500,4.0,Management Consulting,professor,6.42,Bachelor,southpoint consulting inc,university of virginia,1
500,7.0,Real Estate,strategist,4.67,Bachelor,nimbus,yale university,1
500,3.0,Mechanical Or Industrial Engineering,architecture,11.74,Bachelor,batska consulting group llc,rutgers university,1
500,5.0,Retail,promotions,13.75,Bachelor,neiman marcus,la salle university,1
500,4.0,Management Consulting,consulting,12.24,Bachelor,ey parthenon,cornell university,1
500,6.0,Financial Services,human resources coordinator,22.5,Bachelor,oliver wyman,wagner college,1
500,3.0,Software Development,product marketing,7.17,Bachelor,intel corporation,university of california berkeley,1
500,4.0,Entertainment Providers,sales marketing,2.17,Bachelor,vseen,pace university lubin school of business,1
500,3.0,Public Relations & Communications,public relations,8.56,Bachelor,m booth,new york university,1
411,3.0,Investment Management,hardware engineer,4.91,Bachelor,tower research capital,syracuse university,1
500,2.0,"Health, Wellness & Fitness",product marketing,9.59,Bachelor,first stop health,university of california berkeley,1
500,1.0,Fine Art,creative,3.09,Bachelor,ruth ansel,sotheby s institute of art,1
435,1.0,Mechanical Or Industrial Engineering,industrial engineer,0.66,Doctor,united states postal service,rutgers law school,1
479,3.0,Financial Services,product development,10.66,Bachelor,american express,syracuse university,1
500,2.0,Design,graphic design,4.24,Bachelor,rimini street,school of the art institute of chicago,1
500,5.0,Non-profit Organizations,artist,21.58,Bachelor,lenox hill neighborhood house,savannah college of art and design,1
500,6.0,Computer Software,technology architect,18.58,Bachelor,amazon web services aws,bharati vidyapeeth,1
368,4.0,Financial Services,business development analyst,9.5,Bachelor,versana,university of delaware lerner college of business and economics,1
500,7.0,IT Services and IT Consulting,technology officer,6.33,Bachelor,stealth startup,baruch college,1
500,6.0,Online Audio and Video Media,digital media,24.33,Bachelor,conductor,sacred heart university,1
500,4.0,Financial Services,investment banking,7.42,Bachelor,btig,georgetown university the mcdonough school of business,1
500,3.0,IT Services and IT Consulting,technical sales representative,8.33,Bachelor,dsm firmenich,university of belgrade faculty of geography,1
442,3.0,Music,teaching,8.59,Bachelor,oberlin college,oberlin college,1
500,7.0,Advertising Services,creative,18.26,Bachelor,downtime,university of south florida,1
500,3.0,Design Services,product designer,26.67,Bachelor,spin master,georgia institute of technology,1
500,7.0,Artists and Writers,financial officer,30.75,Bachelor,david zwirner,franklin marshall college,1
458,4.0,Fine Art,business development officer,31.08,Bachelor,crozier fine arts,american university,1
500,6.0,Retail,market,24.84,Bachelor,mango,university of rhode island,1
500,5.0,Financial Services,trader,7.67,Bachelor,j p morgan,virginia tech,1
500,2.0,Information Technology & Services,it technician,18.75,Bachelor,dbi staffing,harvard business school online,1
500,2.0,Biotechnology,research,8.67,Bachelor,fulbright association,emory university,1
500,4.0,IT Services and IT Consulting,technical product,8.67,Bachelor,mastercard,missouri university of science and technology,1
500,4.0,Computer Software,design,8.42,Bachelor,mongodb,rochambeau the french international school,1
360,3.0,Fine Art,professor,3.49,Bachelor,career break,columbia university graduate school of architecture planning preservation,1
500,3.0,Staffing and Recruiting,talent acquisition consultant,20.08,Bachelor,talentful,university at albany,1
357,2.0,Law Practice,photo,7.59,Bachelor,white case llp,rochester institute of technology,1
500,4.0,Marketing & Advertising,public relations,7.32,Bachelor,shadow,chapman university,1
500,6.0,"Health, Wellness & Fitness",strategy consultant,10.01,Bachelor,cvs health,lehigh university,1
500,3.0,Management Consulting,user researcher,3.5,empty,ibm,trinity college dublin,1
500,3.0,Computer Software,brand ambassador,15.66,Bachelor,attio,rutgers university new brunswick,1
500,5.0,Pharmaceuticals,quality assurance,25.0,Bachelor,abbvie formerly allergan inc,university of puerto rico mayaguez campus,1
500,4.0,Architecture & Planning,designer,6.34,Bachelor,the architect s newspaper,carnegie mellon university,1
500,2.0,Non-profit Organization Management,writer,18.31,Bachelor,trinity times,university of toronto,1
500,2.0,Marketing & Advertising,writer,18.57,Bachelor,wild geese productions limited,the university of texas at austin red mccombs school of business,1
418,2.0,Human Resources,staffing,9.01,Bachelor,freelance,boston university,1
500,5.0,Investment Banking,research engineer,10.24,Bachelor,citi,penn state university,1
488,3.0,Music,public relations,14.09,Bachelor,culture file,bard college,1
500,3.0,Advertising Services,brand,11.9,Bachelor,kapitus,washington university in st louis olin business school,1
500,4.0,"Technology, Information and Internet",product,24.0,Bachelor,publicis sapient,harvard business school online,1
500,1.0,Research,teaching,10.66,Bachelor,albert einstein college of medicine,lehigh university,1
500,5.0,Events Services,media relations,9.84,Bachelor,forbes,university of washington,1
500,3.0,Entertainment Providers,market,14.83,Bachelor,uber,maine media college,1
500,6.0,Public Relations and Communications Services,media relations,12.0,Bachelor,m booth,stony brook university,1
497,2.0,Commercial Real Estate,analyst,3.58,empty,alvarez marsal property investments llc,santa clara university,1
500,1.0,Entertainment,student,3.49,Bachelor,likely story,nyu tisch school of the arts,1
500,5.0,Financial Services,data analytics,5.59,Bachelor,capital one,carnegie mellon university,1
500,7.0,Consumer Goods,marketing product,28.91,Bachelor,bark,rutgers business school,1
500,4.0,Information Technology & Services,host,13.07,Bachelor,888 aligned podcast,binghamton university school of management,1
500,5.0,Industrial Machinery Manufacturing,sales business development,11.49,Bachelor,bea fasteners usa inc,fachhochschule worms,1
500,6.0,Marketing & Advertising,brand marketing,15.41,Bachelor,blackrock,university of north carolina at chapel hill,1
500,3.0,Investment Management,research analyst,2.33,Bachelor,balyasny asset management l p,university of pennsylvania,1
500,4.0,Hospital & Health Care,cyber security,20.59,Bachelor,aphinia,university at buffalo,1
500,4.0,Non-profit Organizations,investigator,8.34,Bachelor,truman national security project,university of cape town,1
500,1.0,Design,marketing,13.33,Bachelor,we ar4,washington university in st louis,1
431,3.0,Financial Services,broker,15.57,Bachelor,shamrock funeral services,saint thomas aquinas college,1
500,7.0,Entertainment,creative,12.91,Bachelor,the nifty,american university kogod school of business,1
500,3.0,Management Consulting,ambassador,1.42,Bachelor,huron,indiana university kelley school of business,1
500,5.0,Management Consulting,investment analyst,0.42,Bachelor,ey,boston college,1
500,5.0,Financial Services,business finance,5.0,Bachelor,coinbase,chester academy,1
381,4.0,Marketing & Advertising,tax preparer,12.93,Bachelor,interpublic group ipg,university of scranton,1
500,7.0,Wellness and Fitness Services,directors,48.16,Bachelor,internet content creation agency i c c a,university of cincinnati college of business,1
489,1.0,Capital Markets,real estate agent,17.58,Bachelor,brooklyn low voltage supply,city university of new york brooklyn college,1
500,6.0,Advertising Services,creative,14.01,Bachelor,leo new york,iaad institute of applied art and design,1
500,3.0,Design,photographer,5.25,Bachelor,david weisz,parsons school of design the new school,1
500,4.0,Management Consulting,strategy consultant,3.58,Bachelor,deloitte,texas mccombs school of business,1
500,4.0,Information Technology & Services,lifeguard,6.83,Bachelor,ss c technologies,university of south carolina,1
463,2.0,Financial Services,equity research,6.84,Bachelor,bridgewater associates,university of toronto,1
500,2.0,Real Estate,property,21.58,Bachelor,aml,real estate associate program reap,1
424,2.0,Financial Services,lifeguard,10.0,Bachelor,greco nader wealth navigation,alvernia university,1
500,2.0,Public Relations and Communications Services,promotions,7.91,Bachelor,bitwise asset management,iona university,1
500,5.0,Marketing & Advertising,social media,15.68,Bachelor,annex88,miami ad school,1
500,5.0,Broadcast Media,writer,6.24,Bachelor,meta,baruch college,1
500,3.0,Industrial Automation,business development,7.67,Bachelor,festo didactic north america,yale school of management,1
500,7.0,Financial Services,strategic marketing,13.25,Bachelor,general catalyst,university of illinois urbana champaign,1
500,2.0,Advertising Services,writer,40.59,Bachelor,medium,university of michigan stephen m ross school of business,1
500,2.0,Computer Software,stack developer,5.75,Bachelor,doorcast,university of north carolina at pembroke,1
500,1.0,Civil Engineering,project coordinator,6.41,Bachelor,kc engineering and land surveying p c,university of dayton,1
489,4.0,Computer Software,data science,4.59,Bachelor,pymetrics now harver,columbia university,1
444,2.0,Insurance,writer,3.33,Bachelor,lockton re,wesleyan university,1
500,6.0,Hospital & Health Care,investment analyst,2.67,Bachelor,coverright,university of notre dame,1
347,1.0,Consumer Electronics,electrical engineering,0.84,Bachelor,naval air warfare center aircraft division nawcad,lehigh university,1
500,1.0,Computer Software,crew,14.43,Bachelor,apple,cuny school of professional studies,1
500,7.0,Entertainment,marketing officer,17.0,Bachelor,sony music publishing,university of dayton,1
500,4.0,Advertising Services,community,7.75,Bachelor,soundcloud,columbia university,1
500,2.0,Performing Arts,community,18.07,Bachelor,new york university,new york university,1
500,5.0,Computer Software,media relations,20.66,Bachelor,hubspot,western michigan university,1
451,2.0,Artists and Writers,web designer,6.66,Bachelor,american express,flatiron school,1
454,6.0,Financial Services,investment analyst,11.08,Bachelor,wtw,new jersey institute of technology,1
500,2.0,Design,social media marketing,7.41,Bachelor,kith,s i newhouse school of public communications at syracuse university,1
500,6.0,"Leisure, Travel & Tourism",broker,7.0,Bachelor,sarahwlee,massachusetts institute of technology,1
500,4.0,Information Technology & Services,business solutions,10.34,Bachelor,wipro,guru gobind singh indraprastha university,1
500,3.0,Computer Software,ux ui designer,5.67,Bachelor,fieldworker,rutgers university new brunswick,1
500,4.0,Music,ambassador,4.91,Bachelor,sony music entertainment,clemson university,1
500,5.0,Design,interior designer,29.25,Bachelor,national kitchen bath assoc,metropolitan institute of design,1
500,4.0,Public Relations & Communications,lecturer,10.65,Bachelor,fti consulting,miami university,1
409,2.0,Advertising Services,procurement,28.25,Bachelor,state of new jersey,new england college,1
347,5.0,Marketing & Advertising,community,16.92,Bachelor,szway marketing events,endicott college,1
491,4.0,Writing & Editing,copywriter,18.6,Bachelor,skdk,wesleyan university,1
500,3.0,Hospital & Health Care,teaching,10.57,Bachelor,department of otolaryngology head and neck surgery columbia university irving medical center,columbia university college of physicians and surgeons,1
497,4.0,Food & Beverages,producer,20.08,Bachelor,nbc sports,villanova university,1
500,3.0,Computer Software,software engineer,9.83,Bachelor,datadog,hack reactor,1
500,5.0,Advertising Services,advertising,22.83,Bachelor,epic records,rutgers the state university of new jersey new brunswick,1
500,3.0,Hospitals and Health Care,research development,11.98,Bachelor,roon,stanford university,1
500,2.0,Writing & Editing,writer,3.83,Bachelor,freelance,ithaca college,1
500,3.0,Financial Services,strategy analyst,6.66,Bachelor,visa,the ohio state university fisher college of business,1
500,4.0,Civil Engineering,architect,26.17,Bachelor,akrf,clemson university,1
500,3.0,Management Consulting,writer,3.66,Bachelor,pwc,university of southern california,1
463,3.0,Retail Apparel and Fashion,marketing coordinator,12.43,Bachelor,genna morgan media,s i newhouse school of public communications at syracuse university,1
500,6.0,Human Resources Services,account development,8.0,Bachelor,happeo,suny oneonta,1
500,3.0,Writing & Editing,writer,12.32,Bachelor,cnn,wellesley college,1
500,3.0,Marketing & Advertising,campus ambassador,4.59,Bachelor,veeva systems,university of wisconsin madison,1
500,2.0,Computer Software,quantitative analyst,12.91,Bachelor,the d e shaw group,university of california berkeley,1
500,3.0,Apparel & Fashion,graphic design,5.25,Bachelor,isaacmorris,pratt institute,1
500,5.0,Advertising Services,creative,12.0,Bachelor,the global leaders,the tuck school of business at dartmouth,1
500,3.0,Information Technology & Services,major account,14.16,Bachelor,myrec com recreation software,university of central arkansas,1
500,5.0,Information Technology & Services,business analyst,11.25,Bachelor,ibm,adelphi university,1
500,3.0,Management Consulting,researcher,4.75,Bachelor,fti consulting,wellesley college,1
500,6.0,IT Services and IT Consulting,research analyst,23.42,Bachelor,gartner,wesleyan university,1
500,3.0,Business Consulting and Services,commercial sales,13.83,Bachelor,enterprise mobility,monmouth university,1
500,6.0,Information Technology & Services,system architect,22.91,Bachelor,capgemini engineering,vellore institute of technology,1
500,4.0,Marketing & Advertising,marketing officer,10.42,Bachelor,openmind,s i newhouse school of public communications at syracuse university,1
500,2.0,Retail Apparel and Fashion,style,7.82,Bachelor,g iii apparel group,lim college,1
500,5.0,Advertising Services,marketing communications,14.5,Bachelor,rugs usa,miami university,1
500,6.0,Real Estate,equity,17.85,Bachelor,cbre,concordia university,1
500,6.0,Financial Services,equity,6.17,Bachelor,jpmorgan chase co,university of north carolina at chapel hill kenan flagler business school,1
500,3.0,Entertainment,producer,28.41,Bachelor,nbcuniversal,temple university,1
500,6.0,Real Estate,investments,14.66,Bachelor,109co,nyu stern school of business,1
500,1.0,Public Relations & Communications,promotions,4.57,Bachelor,berk communications,rutgers university new brunswick,1
500,5.0,Marketing & Advertising,creative,5.58,Bachelor,giant spoon,miami ad school,1
500,5.0,Graphic Design,creative,9.5,Bachelor,aki technologies,montclair state university,1
500,7.0,Law Practice,strategic,30.0,Bachelor,simpson thacher bartlett llp,tel aviv university,1
500,5.0,Human Resources,equity,20.59,Bachelor,morgan stanley,aston university,1
500,5.0,Financial Services,marketing consultant,37.58,Bachelor,fidelity investments,bard college,1
500,2.0,Financial Services,tax preparer,22.49,Bachelor,kpmg us,university of scranton,1
500,5.0,Advertising Services,relations,16.58,Bachelor,real chemistry,state university of new york at oswego,1
500,5.0,Financial Services,strategy consultant,10.67,Bachelor,stripe,harvard university,1
500,3.0,Computer Software,teacher,14.57,Bachelor,baobao babywearing,arizona state university,1
500,5.0,Hospital & Health Care,physician,14.5,Bachelor,ge healthcare,university of arizona eller college of management,1
500,3.0,Management Consulting,teaching,7.18,Bachelor,pwc,penn state college of information sciences and technology,1
500,5.0,Marketing & Advertising,creative,12.84,Bachelor,goodby silverstein partners,award school,1
472,3.0,Higher Education,teaching,9.34,Bachelor,memorial sloan kettering cancer center,bowdoin college,1
500,6.0,Financial Services,business development consultant,6.51,Bachelor,øxprop,sae institute uk,1
500,1.0,Management Consulting,teaching,7.24,Bachelor,wtw,emory university,1
500,4.0,Public Relations and Communications Services,promotions,6.51,Bachelor,kate spade new york,marist college,1
500,5.0,Financial Services,equity,7.0,Bachelor,brookfield asset management,fordham university,1
500,4.0,Financial Services,research,5.41,Bachelor,jpmorgan chase co,university of maryland,1
500,5.0,Market Research,account development,12.83,Bachelor,forrester research,commonwealth university lock haven,1
500,4.0,Public Relations & Communications,distributor,9.34,Bachelor,clarté,fashion institute of technology,1
500,5.0,IT Services and IT Consulting,communication,25.5,Bachelor,tata consultancy services,city st george s university of london,1
500,2.0,Software Development,equity research,10.32,Bachelor,citadel,swarthmore college,1
500,1.0,Financial Services,community relations,8.25,Bachelor,girls who invest,michigan state university the eli broad college of business,1
500,2.0,Broadcast Media,reporter,8.73,Bachelor,new york city fc,cornell university,1
475,4.0,Retail Luxury Goods and Jewelry,sale,20.83,Bachelor,j e caldwell co,les eucalyptus,1
500,2.0,Financial Services,analyst,1.75,Bachelor,point72,university of toronto,1
500,4.0,Broadcast Media Production and Distribution,marketing research,21.59,Bachelor,amazon web services aws,texas state university,1
500,4.0,Management Consulting,consulting,7.6,Bachelor,protiviti,binghamton university,1
500,2.0,Information Services,student worker,9.17,Bachelor,career break,lehigh university,1
500,2.0,Online Audio and Video Media,business strategy,11.83,Bachelor,fay,the wharton school,1
500,5.0,Financial Services,investment,12.5,Bachelor,betterment,villanova university,1
500,2.0,Computer Software,software engineering,8.24,Bachelor,google,university of southern california,1
500,6.0,Advertising Services,advertising,13.67,Bachelor,mondelēz international,the wharton school,1
298,5.0,Staffing & Recruiting,strategist,7.0,Bachelor,america works of new york inc,university of washington,1
500,3.0,Software Development,software engineering,1.49,Bachelor,meta,university of waterloo,1
500,2.0,Public Relations & Communications,analyst,9.99,Bachelor,weber shandwick,elon university,1
500,2.0,Medical Practices,research,7.08,Bachelor,icahn school of medicine at mount sinai,icahn school of medicine at mount sinai,1
500,6.0,Marketing & Advertising,creative,18.09,Bachelor,shutterstock,binghamton university,1
500,5.0,Software Development,sales business development,35.5,Bachelor,darktrace,new york university,1
500,3.0,Hospitality,hospitality,12.67,Bachelor,quintessentially,california state polytechnic university pomona,1
500,6.0,Environmental Services,business development,13.09,Bachelor,aarco environmental services corp,union college,1
500,6.0,Manufacturing,buyer planner,18.83,Bachelor,l oréal,cornell university,1
500,6.0,Pharmaceutical Manufacturing,chemical engineer,14.34,Bachelor,cellares,bucknell university,1
500,5.0,Accounting,strategic,17.75,Bachelor,kpmg,virginia tech,1
500,2.0,Financial Services,equity analyst,7.09,Bachelor,manulife investment management,university of victoria,1
500,6.0,Investment Banking,investments,28.75,Bachelor,td securities,harvard university,1
500,2.0,Architecture and Planning,lecturer,19.58,Bachelor,ecole national d architecture de versailles,the manchester metropolitan university,1
500,4.0,Computer Software,social media marketing,11.09,Bachelor,monday com,texas a m university,1
500,7.0,Book and Periodical Publishing,marketing,19.24,Bachelor,unidad editorial,nyu stern school of business,1
393,4.0,Computer Software,consulting,30.83,Bachelor,orion global solutions,st leo college,1
500,2.0,Higher Education,realtor,7.26,Bachelor,leslie j garfield real estate,susquehanna university,1
500,1.0,Aviation & Aerospace,consulting,31.75,Bachelor,cra inc,loretta scott accreditation certification academy,1
500,5.0,Broadcast Media Production and Distribution,video editor,8.08,Bachelor,linkedin,new york university,1
500,5.0,Real Estate,purchasing,15.33,Bachelor,wework,lehigh university college of business,1
500,5.0,Public Relations & Communications,education,23.16,Bachelor,mary help of christians academy,st thomas university,1
500,7.0,Animation,writer,1.26,Bachelor,blunt action,state university of new york at new paltz,1
452,3.0,Market Research,marketing research,10.51,Bachelor,pmdojo,university of notre dame,1
493,2.0,Law Practice,ambassador,14.99,Bachelor,white case llp,new york university school of law,1
500,4.0,Design,design engineer,35.58,Bachelor,petal llc,university of the arts,1
500,4.0,Architecture and Planning,designer,7.42,Bachelor,journey,harvard university,1
466,1.0,Marketing & Advertising,public relations,0.91,Bachelor,kharon,binghamton university,1
500,2.0,Software Development,software designer,5.99,Bachelor,betterment,rose hulman institute of technology,1
500,4.0,Marketing & Advertising,marketing communications,16.42,Bachelor,stensul,northern kentucky university,1
500,3.0,Investment Banking,investment banking,5.0,Bachelor,citi,university of california berkeley,1
500,3.0,Software Development,account,2.58,Bachelor,rilla,vanderbilt university,1
500,1.0,Broadcast Media,journalist,14.23,Bachelor,oprah daily,american university,1
500,7.0,Financial Services,software engineering,6.75,Bachelor,tradepost,syracuse university,1
500,3.0,Financial Services,trader,11.17,Bachelor,capula investment management llp,alfred lerner college of business economics at university of delaware,1
500,5.0,Advertising Services,creative,9.58,Bachelor,meta,fashion institute of technology,1
491,3.0,Media Production,producer,8.08,Bachelor,footballco,elon university,1
500,5.0,Financial Services,markets,3.0,Bachelor,capital alpha partners llc,lafayette college,1
500,1.0,Online Audio and Video Media,reporter,10.83,Bachelor,nbc news,ohio university,1
500,1.0,Non-profit Organization Management,social,5.91,Bachelor,aamara biswas,vanderbilt university,1
500,6.0,Computer Software,directors,43.49,Bachelor,harvard business review,eo college,1
500,2.0,Financial Services,equity research,1.17,Bachelor,wells fargo,nyu stern school of business,1
361,1.0,"Movies, Videos and Sound",animator,23.0,Bachelor,burning windmills pictures disney,university of the arts,1
409,3.0,Architecture & Planning,graphic designer,7.34,Bachelor,studio db,high point university,1
419,2.0,Mental Health Care,pharmaceutical sales,24.66,Bachelor,intra cellular therapies,new york university,1
500,1.0,Media Production,producer,4.01,Bachelor,nbcuniversal,james madison university,1
500,6.0,Investment Management,investment analyst,14.59,Bachelor,crescent capital group lp,lafayette college,1
500,3.0,Apparel & Fashion,retail store,4.0,Bachelor,the bouqs company,university of central florida,1
500,4.0,IT Services and IT Consulting,security engineer,9.08,Bachelor,accenture,northeastern illinois university,1
395,3.0,Advertising Services,advertising,8.83,Bachelor,the new york times,syracuse university,1
500,5.0,Travel Arrangements,travel,17.5,Bachelor,morninglory productions,temple university,1
500,2.0,Government Administration,analyst,3.24,Bachelor,private foundation,yeshiva university,1
446,2.0,Government Administration,events,27.24,Bachelor,stv,rutgers the state university of new jersey rutgers business school,1
500,5.0,Financial Services,researcher,11.58,Bachelor,american express,university of michigan stephen m ross school of business,1
500,5.0,Financial Services,financial,16.33,Bachelor,goldman sachs,cornell university school of industrial labor relations,1
500,4.0,Information Technology & Services,consulting,6.77,Bachelor,exl,indian institute of technology kanpur,1
500,2.0,E-learning,project coordinator,6.5,Bachelor,confidential,columbia university,1
500,5.0,Advertising Services,creative,34.51,Bachelor,vital start health,pratt institute,1
500,6.0,Entertainment Providers,directors,38.0,Bachelor,mga entertainment,northwestern university kellogg school of management,1
459,5.0,Non-profit Organizations,teacher,35.41,Bachelor,kg strategy llc,new york university,1
500,2.0,Financial Services,audit,16.17,Bachelor,the bank of nova scoatia scotiabank,temple university,1
500,7.0,Public Relations and Communications Services,communications,34.16,Bachelor,edelman,baylor university,1
394,2.0,Biotechnology,research,8.67,Bachelor,lehigh university,lehigh university,1
500,2.0,Real Estate,real estate broker,7.25,Bachelor,sotheby s international realty,california polytechnic state university san luis obispo,1
500,3.0,Computer Software,support engineer,13.5,Bachelor,grafana labs,pc age career institute,1
500,4.0,Banking,relationship,18.33,Bachelor,dime community bank,queens college,1
454,2.0,Public Policy,teacher,11.68,Bachelor,whedco,binghamton university,1
441,4.0,Media Production,social media,29.75,Bachelor,news product alliance,washington university in st louis,1
500,4.0,Management Consulting,host,4.0,Bachelor,pwc,isenberg school of management umass amherst,1
500,3.0,Financial Services,wealth,12.42,Bachelor,perigon wealth management llc,binghamton university,1
500,6.0,Marketing & Advertising,creative,11.42,Bachelor,neon bobcat,syracuse university,1
500,4.0,Real Estate,social media marketing,10.33,Bachelor,otg management,university of northern colorado,1
500,2.0,Media Production,social media,17.23,Bachelor,mlb network,pace university,1
500,6.0,Public Relations and Communications Services,media relations,25.34,Bachelor,cbs,tufts university,1
500,3.0,Financial Services,investment analyst,9.24,Bachelor,w p carey inc,harvard business school online,1
500,3.0,Management Consulting,strategy analyst,7.33,Bachelor,mckinsey company,university of colorado boulder leeds school of business,1
500,5.0,Telecommunications,writer,7.5,Bachelor,leadership for democracy and social justice,macaulay honors college at the city university of new york,1
500,6.0,Non-profit Organization Management,community relations,8.25,Bachelor,fountain house,atlas corps virtual leadership institute,1
500,7.0,Spectator Sports,distributor,13.08,Bachelor,sny,villanova university,1
402,3.0,Design,graphic designer,2.16,Bachelor,vimeo,type cooper,1
500,6.0,Design Services,strategic accounts,19.25,Bachelor,sfa marketing,syracuse university,1
500,6.0,Broadcast Media Production and Distribution,editor,14.42,Bachelor,white label media nyc,the university of alabama school of journalism,1
500,5.0,Marketing & Advertising,promotions,13.0,Bachelor,glassview neuropowered media,columbia university in the city of new york,1
500,5.0,Marketing & Advertising,promotions,11.31,Bachelor,meta,tulane university,1
500,1.0,Public Relations & Communications,public relations,10.25,Bachelor,united hatzalah of israel,the university of alabama,1
500,5.0,Broadcast Media Production and Distribution,community,30.92,Bachelor,abc news,florida agricultural and mechanical university,1
500,5.0,Entertainment,writer,10.39,Bachelor,hernan lopez family foundation,university of auckland,1
442,2.0,Software Development,software engineer,13.01,Bachelor,notion,university of washington,1
406,2.0,Photography,content creator,6.25,Bachelor,freelance digital marketing,university of delaware,1
500,5.0,Advertising Services,strategist,16.75,Bachelor,vaynermedia,rutgers university,1
500,4.0,Accounting,writer,19.25,Bachelor,bank magic,hampton university,1
500,4.0,Marketing & Advertising,promotions,8.83,Bachelor,wavemaker,fordham gabelli school of business,1
500,2.0,Law Practice,audit,0.67,Bachelor,pwc,new york university,1
500,6.0,Marketing & Advertising,strategist,11.08,Bachelor,viacom,fairfield university,1
500,2.0,Financial Services,research analyst,13.83,Bachelor,blackrock,university of michigan,1
500,1.0,Medical Practice,student,8.57,Bachelor,hackensack meridian school of medicine,university of michigan college of literature science and the arts,1
500,4.0,Public Relations & Communications,public relations,6.84,Bachelor,zeno group,university of richmond,1
500,2.0,Accounting,tax preparer,5.17,Bachelor,pwc,university of florida warrington college of business,1
500,5.0,Management Consulting,consultant project,7.83,Bachelor,squid brands inc,rice university,1
500,4.0,Advertising Services,art,11.99,Bachelor,concentriclife,temple university,1
500,5.0,Information Technology & Services,major account,16.49,Bachelor,bcm one,rutgers university,1
500,7.0,Advertising Services,creative,32.5,Bachelor,fg pg,university of hartford,1
500,2.0,Investment Banking,equity research,4.91,Bachelor,axium infrastructure,università bocconi,1
500,6.0,Financial Services,resident,9.5,Bachelor,citi,nyu stern school of business,1
500,1.0,Human Resources,counselor,9.43,Bachelor,yipitdata,penn state university,1
500,6.0,Business Consulting and Services,research analyst,22.92,Bachelor,shallenberger intelligence services aka targeted knowledge,sla click university,1
500,2.0,Animation,graphic design,2.5,Bachelor,google,savannah college of art and design,1
500,5.0,Events Services,events,41.09,Bachelor,burlington stores inc,new york university,1
500,3.0,Gambling & Casinos,marketing project,35.41,Bachelor,genius sports,syracuse university,1
500,2.0,Financial Services,equity analyst,6.67,Bachelor,restaurant pro insurance,columbia university,1
500,5.0,Hospitality,technology officer,26.0,Bachelor,washington and lee university,washington and lee university,1
500,3.0,Financial Services,investment banking analyst,9.0,Bachelor,bank of america,harvard university,1
468,5.0,Construction,realtor,18.83,Bachelor,gotham cabinetry and design,iona college,1
466,1.0,Higher Education,hostess,9.09,Bachelor,dartmouth college,dartmouth college,1
500,3.0,Financial Services,credit analyst,4.83,Bachelor,citi,purdue university,1
377,4.0,Information Technology & Services,technology architect,39.99,Bachelor,tierpm,morgan state university,1
500,4.0,Pharmaceutical Manufacturing,market development,21.75,Bachelor,celgene,rutgers the state university of new jersey rutgers business school,1
500,4.0,Computer Software,law,9.24,MBA,google,insper instituto de ensino e pesquisa,1
500,4.0,Software Development,professor,37.51,Bachelor,american management association,university of hartford,1
500,1.0,Non-profit Organization Management,call center representative,2.51,Bachelor,the city of new york office of labor relations,uc santa barbara,1
500,7.0,Advertising Services,interaction designer,33.58,Bachelor,ibm,king s college london,1
500,3.0,Investment Banking,quantitative analyst,25.02,Bachelor,wells fargo,university of kent,1
500,3.0,Motion Pictures & Film,writer,6.16,Bachelor,sotheby s,new york university,1
500,1.0,Accounting,tax preparer,13.92,Bachelor,tiffany co,ramapo college of new jersey,1
500,1.0,Higher Education,hostess,9.25,Bachelor,nbc news,montclair state university,1
500,2.0,Information Technology & Services,scrum,7.33,Bachelor,optum,universidad carlos iii de madrid,1
500,6.0,Computer Software,communications consultant,16.26,Bachelor,servicenow,university of oxford,1
500,4.0,Marketing & Advertising,marketing communications,16.6,Bachelor,astroscale,the johns hopkins university,1
419,5.0,Architecture and Planning,architect,19.33,Bachelor,ennead architects,university of north carolina at charlotte,1
500,1.0,Entertainment,brand ambassador,2.42,Bachelor,creative artists agency,columbia grammar and preparatory school,1
500,1.0,Computer & Network Security,guest service representative,18.66,Bachelor,apple,coop apprentice,1
500,1.0,Research,student,12.17,Bachelor,queens college psychological center,haverford college,1
500,5.0,Law Practice,market development,22.59,Bachelor,k l gates,columbia university,1
500,6.0,Design Services,creative,38.25,Bachelor,dsgn by d,university of pennsylvania,1
467,4.0,Design,visual designer,37.5,Bachelor,design magic ny,school of visual arts,1
500,4.0,Financial Services,strategic marketing,17.65,Bachelor,vestwell,the wharton school,1
500,5.0,Computer Software,technical,5.16,Bachelor,pryon,massachusetts institute of technology,1
500,5.0,Spectator Sports,promoter,9.09,Bachelor,nerdwallet,university of massachusetts amherst,1
500,3.0,Design Services,design,13.08,Bachelor,wework,universidad central de venezuela,1
500,3.0,Financial Services,mergers acquisitions,29.08,Bachelor,transamerica retirement solutions,cold spring harbor high,1
500,4.0,Online Media,editor,23.74,Bachelor,vocativ,maine media workshops,1
500,3.0,Financial Services,equity research,6.41,Bachelor,american express,the wharton school,1
420,3.0,Events Services,events,11.42,Bachelor,medscape,university of wisconsin whitewater,1
